Fiscal year,Profit Centre,Product Group Name,General Ledger code,General Ledger Name/Income Type,Country,Country Name,Invoice Currency,Amount Invoice Currency ,GBP Equivalent,Quantity,Region,Aa Country,Profit Center &Product,Profit Center &Income type,Invoiced/Quantity
2021,C003,A and AS LEVEL,102000,Subject Fees,MN,Mongolia,GBP,"93,928",93928,1351,East Asia,MN Mongolia,C003-A and AS LEVEL,C003-Subject Fees,70
2021,C003,A and AS LEVEL,102000,Subject Fees,MO,Macau,GBP,"30,812",30812,448,East Asia,MO Macau,C003-A and AS LEVEL,C003-Subject Fees,69
2021,C003,A and AS LEVEL,102000,Subject Fees,MU,Mauritius,GBP,"2,750,249",2750249,44283,Sub-Saharan Africa,MU Mauritius,C003-A and AS LEVEL,C003-Subject Fees,62
2021,C003,A and AS LEVEL,102000,Subject Fees,MV,Maldives,GBP,"8,604",8604,127,South Asia,MV Maldives,C003-A and AS LEVEL,C003-Subject Fees,68
2021,C003,A and AS LEVEL,102000,Subject Fees,MW,Malawi,GBP,"67,791",67791,1459,Sub-Saharan Africa,MW Malawi,C003-A and AS LEVEL,C003-Subject Fees,47
2021,C003,A and AS LEVEL,102000,Subject Fees,MX,Mexico,USD,"27,113",19660,242,Latin America,MX Mexico,C003-A and AS LEVEL,C003-Subject Fees,112
2021,C003,A and AS LEVEL,102000,Subject Fees,MY,Malaysia,GBP,"2,201,179",2201179,32847,Southeast Asia & Pacific,MY Malaysia,C003-A and AS LEVEL,C003-Subject Fees,67
2021,C003,A and AS LEVEL,102000,Subject Fees,MZ,Mozambique,GBP,"37,118",37118,786,Sub-Saharan Africa,MZ Mozambique,C003-A and AS LEVEL,C003-Subject Fees,47
2021,C003,A and AS LEVEL,102000,Subject Fees,NA,Namibia,GBP,"18,781",18781,413,Sub-Saharan Africa,NA Namibia,C003-A and AS LEVEL,C003-Subject Fees,46
2021,C003,A and AS LEVEL,102000,Subject Fees,NG,Nigeria,GBP,"145,148",145148,2619,Sub-Saharan Africa,NG Nigeria,C003-A and AS LEVEL,C003-Subject Fees,55
2021,C003,A and AS LEVEL,102000,Subject Fees,NL,Netherlands,EUR,"224,665",196479,1415,Europe,NL Netherlands,C003-A and AS LEVEL,C003-Subject Fees,159
2021,C003,A and AS LEVEL,102000,Subject Fees,NP,Nepal,GBP,"492,829",492829,7414,South Asia,NP Nepal,C003-A and AS LEVEL,C003-Subject Fees,67
2021,C003,A and AS LEVEL,102000,Subject Fees,NZ,New Zealand,GBP,"707,646",707646,11661,Southeast Asia & Pacific,NZ New Zealand,C003-A and AS LEVEL,C003-Subject Fees,61
2021,C003,A and AS LEVEL,102000,Subject Fees,OM,Oman,GBP,"75,770",75770,793,Middle East & North Africa,OM Oman,C003-A and AS LEVEL,C003-Subject Fees,96
2021,C003,A and AS LEVEL,102000,Subject Fees,PA,Panama,USD,"4,710",3456,45,Latin America,PA Panama,C003-A and AS LEVEL,C003-Subject Fees,105
2021,C003,A and AS LEVEL,102000,Subject Fees,PE,Peru,USD,686,-412,5,Latin America,PE Peru,C003-A and AS LEVEL,C003-Subject Fees,137
2021,C003,A and AS LEVEL,102000,Subject Fees,PH,Philippines,GBP,"11,279",11279,143,Southeast Asia & Pacific,PH Philippines,C003-A and AS LEVEL,C003-Subject Fees,79
2021,C003,A and AS LEVEL,102000,Subject Fees,PK,Pakistan,GBP,"6,682,446",6682446,129721,Pakistan,PK Pakistan,C003-A and AS LEVEL,C003-Subject Fees,52
2021,C003,A and AS LEVEL,102000,Subject Fees,PL,Poland,GBP,"6,036",6036,74,Europe,PL Poland,C003-A and AS LEVEL,C003-Subject Fees,82
2021,C003,A and AS LEVEL,102000,Subject Fees,PS,Palestine,GBP,"7,370",7370,69,Middle East & North Africa,PS Palestine,C003-A and AS LEVEL,C003-Subject Fees,107
2021,C003,A and AS LEVEL,102000,Subject Fees,PT,Portugal,EUR,"242,509",210082,2004,Europe,PT Portugal,C003-A and AS LEVEL,C003-Subject Fees,121
2021,C003,A and AS LEVEL,102000,Subject Fees,QA,Qatar,GBP,"322,496",322496,3561,Middle East & North Africa,QA Qatar,C003-A and AS LEVEL,C003-Subject Fees,91
2021,C003,A and AS LEVEL,102000,Subject Fees,RO,Romania,GBP,"84,884",84884,1124,Europe,RO Romania,C003-A and AS LEVEL,C003-Subject Fees,76
2021,C003,A and AS LEVEL,102000,Subject Fees,RS,Serbia,GBP,"71,156",71156,903,Europe,RS Serbia,C003-A and AS LEVEL,C003-Subject Fees,79
2021,C003,A and AS LEVEL,102000,Subject Fees,RU,Russian Fed.,GBP,"22,780",22780,255,Europe,RU Russian Fed.,C003-A and AS LEVEL,C003-Subject Fees,89
2021,C003,A and AS LEVEL,102000,Subject Fees,RW,Rwanda,GBP,"96,601",96601,1577,Sub-Saharan Africa,RW Rwanda,C003-A and AS LEVEL,C003-Subject Fees,61
2021,C003,A and AS LEVEL,102000,Subject Fees,SA,Saudi Arabia,GBP,"842,223",842223,9291,Middle East & North Africa,SA Saudi Arabia,C003-A and AS LEVEL,C003-Subject Fees,91
2021,C003,A and AS LEVEL,102000,Subject Fees,SB,Solomon Islands,GBP,"2,722",2722,32,Southeast Asia & Pacific,SB Solomon Islands,C003-A and AS LEVEL,C003-Subject Fees,85
2021,C003,A and AS LEVEL,102000,Subject Fees,SC,Seychelles,GBP,"52,158",52158,800,Sub-Saharan Africa,SC Seychelles,C003-A and AS LEVEL,C003-Subject Fees,65
2021,C003,A and AS LEVEL,102000,Subject Fees,SD,Sudan,GBP,"3,961",3961,81,Sub-Saharan Africa,SD Sudan,C003-A and AS LEVEL,C003-Subject Fees,49
2021,C003,A and AS LEVEL,102000,Subject Fees,SE,Sweden,GBP,"3,492",3492,37,Europe,SE Sweden,C003-A and AS LEVEL,C003-Subject Fees,94
2021,C003,A and AS LEVEL,102000,Subject Fees,SG,Singapore,GBP,"143,841",143841,1786,Southeast Asia & Pacific,SG Singapore,C003-A and AS LEVEL,C003-Subject Fees,81
2021,C003,A and AS LEVEL,102000,Subject Fees,SH,Saint Helena,GBP,"2,057",2057,45,Sub-Saharan Africa,SH Saint Helena,C003-A and AS LEVEL,C003-Subject Fees,46
2021,C003,A and AS LEVEL,102000,Subject Fees,SI,Slovenia,EUR,"7,508",6474,67,Europe,SI Slovenia,C003-A and AS LEVEL,C003-Subject Fees,112
2021,C003,A and AS LEVEL,102000,Subject Fees,SK,Slovakia,EUR,"21,850",19000,196,Europe,SK Slovakia,C003-A and AS LEVEL,C003-Subject Fees,112
2021,C003,A and AS LEVEL,102000,Subject Fees,SN,Senegal,GBP,46,46,1,Sub-Saharan Africa,SN Senegal,C003-A and AS LEVEL,C003-Subject Fees,46
2021,C003,A and AS LEVEL,102000,Subject Fees,SY,Syria,GBP,"23,762",23762,264,Middle East & North Africa,SY Syria,C003-A and AS LEVEL,C003-Subject Fees,90
2021,C003,A and AS LEVEL,102000,Subject Fees,SZ,eSwatini,GBP,"21,364",21364,450,Sub-Saharan Africa,SZ eSwatini,C003-A and AS LEVEL,C003-Subject Fees,48
2021,C003,A and AS LEVEL,102000,Subject Fees,TC,Turksh Caicosin,GBP,"6,077",6077,79,Latin America,TC Turksh Caicosin,C003-A and AS LEVEL,C003-Subject Fees,77
2021,C003,A and AS LEVEL,102000,Subject Fees,TH,Thailand,GBP,"233,489",233489,3451,Southeast Asia & Pacific,TH Thailand,C003-A and AS LEVEL,C003-Subject Fees,68
2021,C003,A and AS LEVEL,102000,Subject Fees,TN,Tunisia,GBP,"14,270",14270,147,Middle East & North Africa,TN Tunisia,C003-A and AS LEVEL,C003-Subject Fees,97
2021,C003,A and AS LEVEL,102000,Subject Fees,TO,Tonga,GBP,"3,173",3173,51,Southeast Asia & Pacific,TO Tonga,C003-A and AS LEVEL,C003-Subject Fees,62
2021,C003,A and AS LEVEL,102000,Subject Fees,TR,Turkey,GBP,"92,619",92619,1109,Europe,TR Turkey,C003-A and AS LEVEL,C003-Subject Fees,84
2021,C003,A and AS LEVEL,102000,Subject Fees,TT,"Trinidad,Tobago",GBP,"6,380",6380,82,Latin America,"TT Trinidad,Tobago",C003-A and AS LEVEL,C003-Subject Fees,78
2021,C003,A and AS LEVEL,102000,Subject Fees,TW,Taiwan,GBP,"4,496",4496,64,East Asia,TW Taiwan,C003-A and AS LEVEL,C003-Subject Fees,70
2021,C003,A and AS LEVEL,102000,Subject Fees,TZ,Tanzania,GBP,"144,457",144457,3038,Sub-Saharan Africa,TZ Tanzania,C003-A and AS LEVEL,C003-Subject Fees,48
2021,C003,A and AS LEVEL,102000,Subject Fees,UG,Uganda,GBP,"111,313",111313,2367,Sub-Saharan Africa,UG Uganda,C003-A and AS LEVEL,C003-Subject Fees,47
2021,C003,A and AS LEVEL,102000,Subject Fees,US,USA,USD,"17,170,230",12445793,150431,North America,US USA,C003-A and AS LEVEL,C003-Subject Fees,114
2021,C003,A and AS LEVEL,102000,Subject Fees,UY,Uruguay,USD,"1,175",890,10,Latin America,UY Uruguay,C003-A and AS LEVEL,C003-Subject Fees,118
2021,C003,A and AS LEVEL,102000,Subject Fees,UZ,Uzbekistan,GBP,"33,135",33135,345,Europe,UZ Uzbekistan,C003-A and AS LEVEL,C003-Subject Fees,96
2021,C003,A and AS LEVEL,102000,Subject Fees,VC,St. Vincent,GBP,101,101,1,Latin America,VC St. Vincent,C003-A and AS LEVEL,C003-Subject Fees,101
2021,C003,A and AS LEVEL,102000,Subject Fees,VN,Vietnam,USD,"392,150",285868,2826,Southeast Asia & Pacific,VN Vietnam,C003-A and AS LEVEL,C003-Subject Fees,139
2021,C003,A and AS LEVEL,102000,Subject Fees,ZA,South Africa,GBP,"501,738",501738,10656,Sub-Saharan Africa,ZA South Africa,C003-A and AS LEVEL,C003-Subject Fees,47
2021,C003,A and AS LEVEL,102000,Subject Fees,ZM,Zambia,GBP,"66,456",66456,1398,Sub-Saharan Africa,ZM Zambia,C003-A and AS LEVEL,C003-Subject Fees,48
2021,C003,A and AS LEVEL,102000,Subject Fees,ZW,Zimbabwe,GBP,"867,839",867839,15849,Sub-Saharan Africa,ZW Zimbabwe,C003-A and AS LEVEL,C003-Subject Fees,55
2021,C003,A and AS LEVEL,191500,Discounts Allowed,AE,Utd.Arab Emir.,GBP,"-7,188",-7188,0,Middle East & North Africa,AE Utd.Arab Emir.,C003-A and AS LEVEL,C003-Discounts Allowed,
2021,C003,A and AS LEVEL,191500,Discounts Allowed,AZ,Azerbaijan,GBP,-20,-20,0,Europe,AZ Azerbaijan,C003-A and AS LEVEL,C003-Discounts Allowed,
2021,C003,A and AS LEVEL,191500,Discounts Allowed,BA,Bosnia-Herz.,GBP,-135,-135,0,Europe,BA Bosnia-Herz.,C003-A and AS LEVEL,C003-Discounts Allowed,
2021,C003,A and AS LEVEL,191500,Discounts Allowed,BD,Bangladesh,GBP,-957,-957,0,South Asia,BD Bangladesh,C003-A and AS LEVEL,C003-Discounts Allowed,
2021,C003,A and AS LEVEL,191500,Discounts Allowed,BE,Belgium,EUR,-218,-199,0,Europe,BE Belgium,C003-A and AS LEVEL,C003-Discounts Allowed,
2021,C003,A and AS LEVEL,191500,Discounts Allowed,BH,Bahrain,GBP,-873,-873,0,Middle East & North Africa,BH Bahrain,C003-A and AS LEVEL,C003-Discounts Allowed,
2021,C003,A and AS LEVEL,191500,Discounts Allowed,BW,Botswana,GBP,-306,-306,0,Sub-Saharan Africa,BW Botswana,C003-A and AS LEVEL,C003-Discounts Allowed,
2021,C003,A and AS LEVEL,191500,Discounts Allowed,CH,Switzerland,GBP,-37,-37,0,Europe,CH Switzerland,C003-A and AS LEVEL,C003-Discounts Allowed,
2021,C003,A and AS LEVEL,191500,Discounts Allowed,CM,Cameroon,GBP,-22,-22,0,Sub-Saharan Africa,CM Cameroon,C003-A and AS LEVEL,C003-Discounts Allowed,
2021,C003,A and AS LEVEL,191500,Discounts Allowed,CN,China,USD,"-456,902",-357086,0,East Asia,CN China,C003-A and AS LEVEL,C003-Discounts Allowed,
2021,C003,A and AS LEVEL,191500,Discounts Allowed,CY,Cyprus,EUR,-855,-778,0,Europe,CY Cyprus,C003-A and AS LEVEL,C003-Discounts Allowed,
2021,C003,A and AS LEVEL,191500,Discounts Allowed,DE,Germany,EUR,-503,-456,0,Europe,DE Germany,C003-A and AS LEVEL,C003-Discounts Allowed,
2021,C003,A and AS LEVEL,191500,Discounts Allowed,EG,Egypt,GBP,"-14,174",-14174,0,Middle East & North Africa,EG Egypt,C003-A and AS LEVEL,C003-Discounts Allowed,
2021,C003,A and AS LEVEL,191500,Discounts Allowed,ES,Spain,EUR,"-5,432",-4944,0,Europe,ES Spain,C003-A and AS LEVEL,C003-Discounts Allowed,
2021,C003,A and AS LEVEL,191500,Discounts Allowed,FR,France,EUR,-374,-341,0,Europe,FR France,C003-A and AS LEVEL,C003-Discounts Allowed,
2021,C003,A and AS LEVEL,191500,Discounts Allowed,GB,United Kingdom,GBP,"-10,434",-10434,0,Europe,GB United Kingdom,C003-A and AS LEVEL,C003-Discounts Allowed,
2021,C003,A and AS LEVEL,191500,Discounts Allowed,GE,Georgia,GBP,-68,-68,0,Europe,GE Georgia,C003-A and AS LEVEL,C003-Discounts Allowed,
2021,C003,A and AS LEVEL,191500,Discounts Allowed,GH,Ghana,GBP,-76,-76,0,Sub-Saharan Africa,GH Ghana,C003-A and AS LEVEL,C003-Discounts Allowed,
2021,C003,A and AS LEVEL,191500,Discounts Allowed,GR,Greece,EUR,-50,-46,0,Europe,GR Greece,C003-A and AS LEVEL,C003-Discounts Allowed,
2021,C003,A and AS LEVEL,191500,Discounts Allowed,HK,Hong Kong,GBP,"-2,100",-2100,0,East Asia,HK Hong Kong,C003-A and AS LEVEL,C003-Discounts Allowed,
2021,C003,A and AS LEVEL,191500,Discounts Allowed,HK,Hong Kong,USD,-143,-112,0,East Asia,HK Hong Kong,C003-A and AS LEVEL,C003-Discounts Allowed,
2021,C003,A and AS LEVEL,191500,Discounts Allowed,ID,Indonesia,GBP,-700,-700,0,Southeast Asia & Pacific,ID Indonesia,C003-A and AS LEVEL,C003-Discounts Allowed,
2021,C003,A and AS LEVEL,191500,Discounts Allowed,IM,Isle of Man,GBP,-113,-113,0,Europe,IM Isle of Man,C003-A and AS LEVEL,C003-Discounts Allowed,
2021,C003,A and AS LEVEL,191500,Discounts Allowed,IN,India,GBP,"-2,410",-2410,0,South Asia,IN India,C003-A and AS LEVEL,C003-Discounts Allowed,
2021,C003,A and AS LEVEL,191500,Discounts Allowed,IR,Iran,GBP,-81,-81,0,Middle East & North Africa,IR Iran,C003-A and AS LEVEL,C003-Discounts Allowed,
2021,C003,A and AS LEVEL,191500,Discounts Allowed,IT,Italy,EUR,-453,-411,0,Europe,IT Italy,C003-A and AS LEVEL,C003-Discounts Allowed,
2021,C003,A and AS LEVEL,191500,Discounts Allowed,JO,Jordan,GBP,-176,-176,0,Middle East & North Africa,JO Jordan,C003-A and AS LEVEL,C003-Discounts Allowed,
2021,C003,A and AS LEVEL,191500,Discounts Allowed,JP,Japan,GBP,-32,-32,0,East Asia,JP Japan,C003-A and AS LEVEL,C003-Discounts Allowed,
2021,C003,A and AS LEVEL,191500,Discounts Allowed,KE,Kenya,GBP,-769,-769,0,Sub-Saharan Africa,KE Kenya,C003-A and AS LEVEL,C003-Discounts Allowed,
2021,C003,A and AS LEVEL,191500,Discounts Allowed,KH,Cambodia,GBP,-156,-156,0,Southeast Asia & Pacific,KH Cambodia,C003-A and AS LEVEL,C003-Discounts Allowed,
2021,C003,A and AS LEVEL,191500,Discounts Allowed,KW,Kuwait,GBP,-166,-166,0,Middle East & North Africa,KW Kuwait,C003-A and AS LEVEL,C003-Discounts Allowed,
2021,C003,A and AS LEVEL,191500,Discounts Allowed,KY,Cayman Islands,GBP,-694,-694,0,Latin America,KY Cayman Islands,C003-A and AS LEVEL,C003-Discounts Allowed,
2021,C003,A and AS LEVEL,191500,Discounts Allowed,KZ,Kazakhstan,GBP,-200,-200,0,Europe,KZ Kazakhstan,C003-A and AS LEVEL,C003-Discounts Allowed,
2021,C003,A and AS LEVEL,191500,Discounts Allowed,LA,Laos,GBP,-93,-93,0,Southeast Asia & Pacific,LA Laos,C003-A and AS LEVEL,C003-Discounts Allowed,
2021,C003,A and AS LEVEL,191500,Discounts Allowed,LK,Sri Lanka,GBP,"-2,537",-2537,0,South Asia,LK Sri Lanka,C003-A and AS LEVEL,C003-Discounts Allowed,
2021,C003,A and AS LEVEL,191500,Discounts Allowed,LU,Luxembourg,EUR,-201,-183,0,Europe,LU Luxembourg,C003-A and AS LEVEL,C003-Discounts Allowed,
2021,C003,A and AS LEVEL,191500,Discounts Allowed,MN,Mongolia,GBP,-157,-157,0,East Asia,MN Mongolia,C003-A and AS LEVEL,C003-Discounts Allowed,
2021,C003,A and AS LEVEL,191500,Discounts Allowed,MU,Mauritius,GBP,-85,-85,0,Sub-Saharan Africa,MU Mauritius,C003-A and AS LEVEL,C003-Discounts Allowed,
2021,C003,A and AS LEVEL,191500,Discounts Allowed,MW,Malawi,GBP,-22,-22,0,Sub-Saharan Africa,MW Malawi,C003-A and AS LEVEL,C003-Discounts Allowed,
2021,C003,A and AS LEVEL,191500,Discounts Allowed,MY,Malaysia,GBP,"-78,915",-78915,0,Southeast Asia & Pacific,MY Malaysia,C003-A and AS LEVEL,C003-Discounts Allowed,
2021,C003,A and AS LEVEL,191500,Discounts Allowed,MZ,Mozambique,GBP,-22,-22,0,Sub-Saharan Africa,MZ Mozambique,C003-A and AS LEVEL,C003-Discounts Allowed,
2021,C003,A and AS LEVEL,191500,Discounts Allowed,NG,Nigeria,GBP,-553,-553,0,Sub-Saharan Africa,NG Nigeria,C003-A and AS LEVEL,C003-Discounts Allowed,
2021,C003,A and AS LEVEL,191500,Discounts Allowed,NP,Nepal,GBP,"-4,769",-4769,0,South Asia,NP Nepal,C003-A and AS LEVEL,C003-Discounts Allowed,
2021,C003,A and AS LEVEL,191500,Discounts Allowed,NZ,New Zealand,GBP,"-1,667",-1667,0,Southeast Asia & Pacific,NZ New Zealand,C003-A and AS LEVEL,C003-Discounts Allowed,
2021,C003,A and AS LEVEL,191500,Discounts Allowed,OM,Oman,GBP,-628,-628,0,Middle East & North Africa,OM Oman,C003-A and AS LEVEL,C003-Discounts Allowed,
2021,C003,A and AS LEVEL,191500,Discounts Allowed,PK,Pakistan,GBP,"-11,893",-11893,0,Pakistan,PK Pakistan,C003-A and AS LEVEL,C003-Discounts Allowed,
2021,C003,A and AS LEVEL,191500,Discounts Allowed,PT,Portugal,EUR,"-6,742",-6139,0,Europe,PT Portugal,C003-A and AS LEVEL,C003-Discounts Allowed,
2021,C003,A and AS LEVEL,191500,Discounts Allowed,QA,Qatar,GBP,"-2,827",-2827,0,Middle East & North Africa,QA Qatar,C003-A and AS LEVEL,C003-Discounts Allowed,
2021,C003,A and AS LEVEL,191500,Discounts Allowed,RO,Romania,GBP,-34,-34,0,Europe,RO Romania,C003-A and AS LEVEL,C003-Discounts Allowed,
2021,C003,A and AS LEVEL,191500,Discounts Allowed,RS,Serbia,GBP,-745,-745,0,Europe,RS Serbia,C003-A and AS LEVEL,C003-Discounts Allowed,
2021,C003,A and AS LEVEL,191500,Discounts Allowed,SA,Saudi Arabia,GBP,"-3,580",-3580,0,Middle East & North Africa,SA Saudi Arabia,C003-A and AS LEVEL,C003-Discounts Allowed,
2021,C003,A and AS LEVEL,191500,Discounts Allowed,SC,Seychelles,GBP,-640,-640,0,Sub-Saharan Africa,SC Seychelles,C003-A and AS LEVEL,C003-Discounts Allowed,
2021,C003,A and AS LEVEL,191500,Discounts Allowed,SG,Singapore,GBP,"-2,001",-2001,0,Southeast Asia & Pacific,SG Singapore,C003-A and AS LEVEL,C003-Discounts Allowed,
2021,C003,A and AS LEVEL,191500,Discounts Allowed,SY,Syria,GBP,-203,-203,0,Middle East & North Africa,SY Syria,C003-A and AS LEVEL,C003-Discounts Allowed,
2021,C003,A and AS LEVEL,191500,Discounts Allowed,TH,Thailand,GBP,"-6,440",-6440,0,Southeast Asia & Pacific,TH Thailand,C003-A and AS LEVEL,C003-Discounts Allowed,
2021,C003,A and AS LEVEL,191500,Discounts Allowed,TR,Turkey,GBP,-744,-744,0,Europe,TR Turkey,C003-A and AS LEVEL,C003-Discounts Allowed,
2021,C003,A and AS LEVEL,191500,Discounts Allowed,TW,Taiwan,GBP,-96,-96,0,East Asia,TW Taiwan,C003-A and AS LEVEL,C003-Discounts Allowed,
2021,C003,A and AS LEVEL,191500,Discounts Allowed,TZ,Tanzania,GBP,-646,-646,0,Sub-Saharan Africa,TZ Tanzania,C003-A and AS LEVEL,C003-Discounts Allowed,
2021,C003,A and AS LEVEL,191500,Discounts Allowed,UG,Uganda,GBP,-22,-22,0,Sub-Saharan Africa,UG Uganda,C003-A and AS LEVEL,C003-Discounts Allowed,
2021,C003,A and AS LEVEL,191500,Discounts Allowed,US,USA,USD,"-116,128",-90500,0,North America,US USA,C003-A and AS LEVEL,C003-Discounts Allowed,
2021,C003,A and AS LEVEL,191500,Discounts Allowed,VN,Vietnam,USD,"-7,716",-6003,0,Southeast Asia & Pacific,VN Vietnam,C003-A and AS LEVEL,C003-Discounts Allowed,
2021,C003,A and AS LEVEL,191500,Discounts Allowed,ZA,South Africa,GBP,"-3,462",-3462,0,Sub-Saharan Africa,ZA South Africa,C003-A and AS LEVEL,C003-Discounts Allowed,
2021,C003,A and AS LEVEL,191500,Discounts Allowed,ZW,Zimbabwe,GBP,"-1,993",-1993,0,Sub-Saharan Africa,ZW Zimbabwe,C003-A and AS LEVEL,C003-Discounts Allowed,
2021,C004,PRE-U,102000,Subject Fees,BE,Belgium,EUR,470,405,2,Europe,BE Belgium,C004-PRE-U,C004-Subject Fees,235
2021,C004,PRE-U,102000,Subject Fees,ES,Spain,EUR,235,204,1,Europe,ES Spain,C004-PRE-U,C004-Subject Fees,235
2021,C004,PRE-U,102000,Subject Fees,GB,United Kingdom,GBP,"1,087,973",1087973,6193,Europe,GB United Kingdom,C004-PRE-U,C004-Subject Fees,176
2021,C004,PRE-U,102000,Subject Fees,LK,Sri Lanka,GBP,"1,482",1482,11,South Asia,LK Sri Lanka,C004-PRE-U,C004-Subject Fees,135
2021,C004,PRE-U,102000,Subject Fees,NZ,New Zealand,GBP,"3,419",3419,24,Southeast Asia & Pacific,NZ New Zealand,C004-PRE-U,C004-Subject Fees,142
2021,C004,PRE-U,102000,Subject Fees,SG,Singapore,GBP,143,143,1,Southeast Asia & Pacific,SG Singapore,C004-PRE-U,C004-Subject Fees,143
2021,C004,PRE-U,102000,Subject Fees,TH,Thailand,GBP,136,136,1,Southeast Asia & Pacific,TH Thailand,C004-PRE-U,C004-Subject Fees,136
2021,C004,PRE-U,191500,Discounts Allowed,GB,United Kingdom,GBP,"-7,815",-7815,0,Europe,GB United Kingdom,C004-PRE-U,C004-Discounts Allowed,
2021,C005,H LEVEL,102000,Subject Fees,SG,Singapore,GBP,"3,424,779",3424779,62828,Southeast Asia & Pacific,SG Singapore,C005-H LEVEL,C005-Subject Fees,55
2021,C006,IGCSE,102000,Subject Fees,AE,Utd.Arab Emir.,GBP,"2,808,204",2808204,37657,Middle East & North Africa,AE Utd.Arab Emir.,C006-IGCSE,C006-Subject Fees,75
2021,C006,IGCSE,102000,Subject Fees,AL,Albania,GBP,"10,503",10503,168,Europe,AL Albania,C006-IGCSE,C006-Subject Fees,63
2021,C006,IGCSE,102000,Subject Fees,AM,Armenia,GBP,"1,961",1961,31,Europe,AM Armenia,C006-IGCSE,C006-Subject Fees,63
2021,C006,IGCSE,102000,Subject Fees,AN,Dutch Antilles,GBP,"1,470",1470,23,Latin America,AN Dutch Antilles,C006-IGCSE,C006-Subject Fees,64
2021,C006,IGCSE,102000,Subject Fees,AO,Angola,GBP,"3,827",3827,94,Sub-Saharan Africa,AO Angola,C006-IGCSE,C006-Subject Fees,41
2021,C006,IGCSE,102000,Subject Fees,AR,Argentina,USD,"573,227",390559,6461,Latin America,AR Argentina,C006-IGCSE,C006-Subject Fees,89
2021,C006,IGCSE,102000,Subject Fees,AU,Australia,GBP,"30,098",30098,516,Southeast Asia & Pacific,AU Australia,C006-IGCSE,C006-Subject Fees,58
2021,C006,IGCSE,102000,Subject Fees,AZ,Azerbaijan,GBP,"56,040",56040,887,Europe,AZ Azerbaijan,C006-IGCSE,C006-Subject Fees,63
2021,C006,IGCSE,102000,Subject Fees,BA,Bosnia-Herz.,GBP,"23,702",23702,377,Europe,BA Bosnia-Herz.,C006-IGCSE,C006-Subject Fees,63
2021,C006,IGCSE,102000,Subject Fees,BB,Barbados,GBP,304,304,4,Latin America,BB Barbados,C006-IGCSE,C006-Subject Fees,76
2021,C006,IGCSE,102000,Subject Fees,BD,Bangladesh,GBP,"180,389",180389,3223,South Asia,BD Bangladesh,C006-IGCSE,C006-Subject Fees,56
2021,C006,IGCSE,102000,Subject Fees,BE,Belgium,EUR,"86,020",74298,857,Europe,BE Belgium,C006-IGCSE,C006-Subject Fees,100
2021,C006,IGCSE,102000,Subject Fees,BG,Bulgaria,GBP,"31,105",31105,491,Europe,BG Bulgaria,C006-IGCSE,C006-Subject Fees,63
2021,C006,IGCSE,102000,Subject Fees,BH,Bahrain,GBP,"304,308",304308,4099,Middle East & North Africa,BH Bahrain,C006-IGCSE,C006-Subject Fees,74
2021,C006,IGCSE,102000,Subject Fees,BJ,Benin,GBP,"7,310",7310,179,Sub-Saharan Africa,BJ Benin,C006-IGCSE,C006-Subject Fees,41
2021,C006,IGCSE,102000,Subject Fees,BM,Bermuda,GBP,"95,624",95624,1441,North America,BM Bermuda,C006-IGCSE,C006-Subject Fees,66
2021,C006,IGCSE,102000,Subject Fees,BN,Brunei Daruss.,GBP,"500,619",500619,8087,Southeast Asia & Pacific,BN Brunei Daruss.,C006-IGCSE,C006-Subject Fees,62
2021,C006,IGCSE,102000,Subject Fees,BR,Brazil,USD,"143,250",103195,1575,Latin America,BR Brazil,C006-IGCSE,C006-Subject Fees,91
2021,C006,IGCSE,102000,Subject Fees,BS,Bahamas,GBP,"5,432",5432,85,Latin America,BS Bahamas,C006-IGCSE,C006-Subject Fees,64
2021,C006,IGCSE,102000,Subject Fees,BW,Botswana,GBP,"526,496",526496,13191,Sub-Saharan Africa,BW Botswana,C006-IGCSE,C006-Subject Fees,40
2021,C006,IGCSE,102000,Subject Fees,CA,Canada,GBP,"1,114",1114,18,North America,CA Canada,C006-IGCSE,C006-Subject Fees,62
2021,C006,IGCSE,102000,Subject Fees,CH,Switzerland,GBP,"224,280",224280,3379,Europe,CH Switzerland,C006-IGCSE,C006-Subject Fees,66
2021,C006,IGCSE,102000,Subject Fees,CI,Cote d'Ivoire,GBP,"20,882",20882,520,Sub-Saharan Africa,CI Cote d'Ivoire,C006-IGCSE,C006-Subject Fees,40
2021,C006,IGCSE,102000,Subject Fees,CL,Chile,USD,"6,720",4842,76,Latin America,CL Chile,C006-IGCSE,C006-Subject Fees,88
2021,C006,IGCSE,102000,Subject Fees,CM,Cameroon,GBP,"33,504",33504,811,Sub-Saharan Africa,CM Cameroon,C006-IGCSE,C006-Subject Fees,41
2021,C006,IGCSE,102000,Subject Fees,CN,China,USD,"7,773,829",5645799,59649,East Asia,CN China,C006-IGCSE,C006-Subject Fees,130
2021,C006,IGCSE,102000,Subject Fees,CO,Colombia,USD,"416,635",310431,4708,Latin America,CO Colombia,C006-IGCSE,C006-Subject Fees,89
2021,C006,IGCSE,102000,Subject Fees,CR,Costa Rica,USD,"2,034",1503,23,Latin America,CR Costa Rica,C006-IGCSE,C006-Subject Fees,88
2021,C006,IGCSE,102000,Subject Fees,CU,Cuba,GBP,"6,774",6774,94,Latin America,CU Cuba,C006-IGCSE,C006-Subject Fees,72
